"","Filename","Frame","Time..HMS.","Period","Period.time..HMS.","Length..mm.","Precision..mm.","RMS.1..mm.","RMS.2..mm.","Range..mm.","Direction..deg.","Horz..Dir...deg.","Vert..Dir...deg.","Mid.X..mm.","Mid.Y..mm.","Mid.Z..mm.","OpCode","Tape.Reader","Depth","Comment","Year","Dive.No","Transect.No","User.Def..4","User.Def..5","User.Def..6","User.Def..7","User.Def..8","Family","Genus","Species","Code","Number","Stage","Activity","Check.ID","Comment.1","Event.Time","Time..mins.","Period.time..mins."
"548","2013_31_1_SL.avi",48664,"09:42.8",NA,NA,NA,29.55,11.954,NA,4286.084,7.546,NA,NA,-560.493,4.552,-4249.275,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,94,"","","","","",NA,NA
"549","2013_31_1_SL.avi",48664,"09:42.8",NA,NA,NA,28.096,3.917,NA,3624.021,24.442,NA,NA,-1470.544,-330.215,-3295.753,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,95,"","","","","",NA,NA
"550","2013_31_1_SL.avi",51253,"11:09.1",NA,NA,NA,23.283,2.971,NA,3472.671,16.804,NA,NA,949.916,-362.005,-3320.551,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,96,"","","","","",NA,NA
"551","2013_31_1_SL.avi",51326,"11:11.6",NA,NA,NA,11.251,11.342,NA,2523.059,11.156,NA,NA,48.471,-513.323,-2469.813,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"greenling","",10007,10007,97,"","","","","",NA,NA
"552","2013_31_1_SL.avi",51375,"11:13.2",NA,NA,NA,15.276,2.784,NA,3010.242,7.162,NA,NA,305.269,-251.616,-2984.134,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,98,"","","","","",NA,NA
"553","2013_31_1_SL.avi",51753,"11:25.8",NA,NA,NA,23.379,7.686,NA,3423.126,20.129,NA,NA,-776.41,-921.711,-3203.971,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,99,"","","","","",NA,NA
"554","2013_31_1_SL.avi",51753,"11:25.8",NA,NA,NA,42.622,10.259,NA,4822.295,15.963,NA,NA,1264.76,347.371,-4640.501,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,100,"","","","","",NA,NA
"555","2013_31_1_SL.avi",53134,"12:11.9",NA,NA,NA,30.526,5.983,NA,4051.131,14.957,NA,NA,-942.99,-495.239,-3908.602,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,101,"","","","","",NA,NA
"556","2013_31_1_SL.avi",53594,"12:27.3",NA,NA,NA,25.107,0.427,NA,3728.002,13.264,NA,NA,-569.717,-678.411,-3621.213,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,102,"","","","","",NA,NA
"557","2013_31_1_SL.avi",54062,"12:42.9",NA,NA,NA,21.873,9.173,NA,3781.191,2.529,NA,NA,114.454,79.243,-3778.627,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,103,"","","","","",NA,NA
"558","2013_31_1_SL.avi",54260,"12:49.5",NA,NA,NA,22.802,1.229,NA,3340.679,20.038,NA,NA,934.125,-696.481,-3130.888,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,104,"","","","","",NA,NA
"559","2013_31_1_SL.avi",54355,"12:52.6",NA,NA,NA,34.54,3.571,NA,4378.694,14.303,NA,NA,-1067.532,-221.975,-4240.762,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,105,"","","","","",NA,NA
"560","2013_31_1_SL.avi",54752,"13:05.9",NA,NA,NA,13.385,1.125,NA,2481.316,23.075,NA,NA,861.589,-476.498,-2277.618,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,106,"","","","","",NA,NA
"561","2013_31_1_SL.avi",54756,"13:06.0",NA,NA,NA,70.275,8.058,NA,6498.126,15.577,NA,NA,121.332,1670.883,-6278.461,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,107,"SU","milling","","","",NA,NA
"562","2013_31_1_SL.avi",54950,"13:12.5",NA,NA,518.311,20.947,5.776,1.694,3752.591,10.036,13.306,9.346,329.701,523.553,-3701.233,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,107,"SU","","","","",NA,NA
"563","2013_31_1_SL.avi",55125,"13:18.3",NA,NA,NA,35.232,4.015,NA,4834.478,4.42,NA,NA,118.849,299.319,-4823.739,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,111,"","","","","",NA,NA
"564","2013_31_1_SL.avi",55125,"13:18.3",NA,NA,NA,38.523,14.318,NA,4700.419,12.981,NA,NA,1006.224,268.694,-4583.585,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,112,"","","","","",NA,NA
"565","2013_31_1_SL.avi",55198,"13:20.8",NA,NA,NA,44.382,6.955,NA,4722.691,20.038,NA,NA,-1571.974,-433.495,-4432.244,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","tiger",148,148,108,"","","","","",NA,NA
"566","2013_31_1_SL.avi",55502,"13:30.9",NA,NA,NA,9.301,10.492,NA,2271.702,10.011,NA,NA,-368.166,-167.748,-2235.385,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,109,"","","","","",NA,NA
"567","2013_31_1_SL.avi",55585,"13:33.7",NA,NA,NA,15.889,4.468,NA,3061.738,7.944,NA,NA,232.502,-387.317,-3028.228,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,110,"","","","","",NA,NA
"568","2013_31_1_SL.avi",55678,"13:36.8",NA,NA,NA,21.285,3.802,NA,3576.718,8.872,NA,NA,481.306,230.102,-3536.709,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,113,"JV","fish seeking cover","","","",NA,NA
"569","2013_31_1_SL.avi",55680,"13:36.9",NA,NA,NA,24.089,5.698,NA,3801,10.07,NA,NA,350.178,523.132,-3748.507,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,115,"","","","","",NA,NA
"570","2013_31_1_SL.avi",55709,"13:37.8",NA,NA,168.166,12.359,0.914,7.19,3185.881,5.515,20.966,60.209,290.55,-131.977,-3169.859,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,113,"JV","","","","",NA,NA
"571","2013_31_1_SL.avi",56161,"13:52.9",NA,NA,NA,7.878,5.009,NA,1931.553,21.404,NA,NA,469.943,-545.398,-1792.371,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","tiger",148,148,116,"","","","","",NA,NA
"572","2013_31_1_SL.avi",56444,"14:02.3",NA,NA,NA,35.992,4.215,NA,4808.848,6.586,NA,NA,259.512,433.433,-4782.239,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,117,"","","","","",NA,NA
"573","2013_31_1_SL.avi",56733,"14:12.0",NA,NA,NA,23.564,4.724,NA,3560.061,16.219,NA,NA,993.126,11.271,-3418.715,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,118,"","","","","",NA,NA
"574","2013_31_1_SL.avi",56896,"14:17.4",NA,NA,NA,20.857,5.42,NA,3488.893,10.646,NA,NA,639.567,41.592,-3429.519,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,119,"","","","","",NA,NA
"575","2013_31_1_SL.avi",56986,"14:20.4",NA,NA,NA,17.586,7.9,NA,3288.709,6.601,NA,NA,336.122,136.569,-3268.636,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,120,"","","","","",NA,NA
"576","2013_31_1_SL.avi",56986,"14:20.4",NA,NA,NA,34.628,2.269,NA,4430.836,13.737,NA,NA,671.997,761.574,-4312.857,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,121,"","","","","",NA,NA
"577","2013_31_1_SL.avi",58024,"14:55.1",NA,NA,NA,19.195,0.972,NA,3055.215,22.112,NA,NA,1149.974,-21.192,-2830.451,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,123,"","","","","",NA,NA
"578","2013_31_1_SL.avi",58490,"15:10.6",NA,NA,NA,18.316,2.331,NA,3158.328,13.171,NA,NA,652.125,-338.613,-3071.663,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,124,"","","","","",NA,NA
"579","2013_31_1_SL.avi",58779,"15:20.3",NA,NA,NA,66.926,1.702,NA,5892.403,18.714,NA,NA,1518.886,1063.465,-5593.071,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,125,"","","","","",NA,NA
"580","2013_31_1_SL.avi",58885,"15:23.8",NA,NA,NA,45.574,4.871,NA,5158.795,12.246,NA,NA,694.001,789.688,-5050.537,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,126,"","","","","",NA,NA
"581","2013_31_1_SL.avi",58966,"15:26.5",NA,NA,NA,58.009,7.58,NA,5314.003,23.95,NA,NA,1462.671,1531.273,-4873.851,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,127,"","","","","",NA,NA
"582","2013_31_1_SL.avi",58976,"15:26.8",NA,NA,NA,78.374,3.366,NA,6020.487,27.306,NA,NA,2001.071,1843.754,-5370.526,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,128,"","","","","",NA,NA
"583","2013_31_1_SL.avi",59290,"15:37.3",NA,NA,NA,8.763,14.477,NA,2006.833,22.419,NA,NA,641.587,-437.959,-1850.388,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","silvergray",157,157,129,"","","","","",NA,NA
"584","2013_31_1_SL.avi",60722,"16:25.1",NA,NA,NA,28.387,0.573,NA,3668.758,24.547,NA,NA,1512.955,146.984,-3339.034,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,130,"","","","","",NA,NA
"585","2013_31_1_SL.avi",61427,"16:48.6",NA,NA,NA,15.856,7.884,NA,3021.731,11.433,NA,NA,-114.159,-620.994,-2955.028,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,131,"","","","","",NA,NA
"586","2013_31_1_SL.avi",61427,"16:48.6",NA,NA,NA,11.494,1.29,NA,2422.278,17.456,NA,NA,675.236,242.62,-2313.574,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"greenling","",10007,10007,132,"","","","whitespotted?","",NA,NA
"587","2013_31_1_SL.avi",62763,"17:33.2",NA,NA,NA,44.684,1.106,NA,4712.653,21.863,NA,NA,1723.452,282.201,-4377.119,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,133,"","","","","",NA,NA
"588","2013_31_1_SL.avi",62902,"17:37.8",NA,NA,NA,29.358,0.088,NA,3852.658,20.538,NA,NA,1350.852,5.989,-3608.066,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,134,"","","","","",NA,NA
"589","2013_31_1_SL.avi",63043,"17:42.5",NA,NA,NA,14.944,2.841,NA,2702.755,21.066,NA,NA,-898.41,341.53,-2526.084,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"prowfish","prowfish",215,215,135,"","","","","",NA,NA
"590","2013_31_1_SL.avi",63435,"17:55.6",NA,NA,NA,11.941,2.739,NA,2717.23,4.574,NA,NA,2.249,186.459,-2710.824,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,136,"","","","school yellowtail","",NA,NA
"591","2013_31_1_SL.avi",63461,"17:56.5",NA,NA,NA,36.761,12.397,NA,4505.793,19.591,NA,NA,439.396,1398.127,-4260.791,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,137,"","","","school yellowtail","",NA,NA
"592","2013_31_1_SL.avi",63461,"17:56.5",NA,NA,NA,28.248,3.429,NA,3623.572,25.66,NA,NA,1200.752,973.672,-3277.259,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,138,"","","","school yellowtail","",NA,NA
"593","2013_31_1_SL.avi",63490,"17:57.5",NA,NA,NA,45.483,7.595,NA,4569.252,26.933,NA,NA,1583.785,1286.815,-4088.251,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,139,"","","","school yellowtail","",NA,NA
"594","2013_31_1_SL.avi",63490,"17:57.5",NA,NA,NA,21.61,15.185,NA,3570.091,13.774,NA,NA,-81.211,807.447,-3476.634,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,140,"","","","school yellowtail","",NA,NA
"595","2013_31_1_SL.avi",63490,"17:57.5",NA,NA,NA,52.981,10.477,NA,5286.314,20.64,NA,NA,-959.694,1542.028,-4964.499,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,141,"","","","school yellowtail","",NA,NA
"596","2013_31_1_SL.avi",63504,"17:57.9",NA,NA,NA,77.203,18.348,NA,6596.224,20.098,NA,NA,491.198,2143.59,-6218.836,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,142,"","","","school yellowtail","",NA,NA
"597","2013_31_1_SL.avi",63504,"17:57.9",NA,NA,NA,97.648,33.676,NA,7524.427,17.766,NA,NA,457.448,2169.903,-7190.219,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,143,"","","","school yellowtail","",NA,NA
"598","2013_31_1_SL.avi",63504,"17:57.9",NA,NA,NA,106.325,33.156,NA,7171.364,25.536,NA,NA,-2055.905,2236.474,-6496.145,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,144,"","","","school yellowtail","",NA,NA
"599","2013_31_1_SL.avi",63524,"17:58.6",NA,NA,NA,6.268,1.592,NA,1775.574,21.389,NA,NA,-201.544,596.93,-1660.035,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,146,"","","","school yellowtail","",NA,NA
"600","2013_31_1_SL.avi",63562,"17:59.9",NA,NA,NA,47.62,9.914,NA,5053.497,20.439,NA,NA,728.047,1554.644,-4752.985,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,147,"","","","school yellowtail","",NA,NA
"601","2013_31_1_SL.avi",63562,"17:59.9",NA,NA,NA,103.617,7.803,NA,7072.466,23.955,NA,NA,2108.493,1877.137,-6484.627,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,148,"","","","school yellowtail","",NA,NA
"602","2013_31_1_SL.avi",63592,"18:00.9",NA,NA,NA,42.899,9.207,NA,4673.493,22.375,NA,NA,975.948,1439.2,-4337.945,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,151,"","","","school yellowtail","",NA,NA
"603","2013_31_1_SL.avi",63653,"18:02.9",NA,NA,NA,39.768,3.149,NA,4356.063,23.244,NA,NA,1492.778,808.012,-4011.735,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,153,"","","","school yellowtail","",NA,NA
"604","2013_31_1_SL.avi",63988,"18:14.1",NA,NA,NA,25.35,6.428,NA,3560.447,18.7,NA,NA,960.665,-654.202,-3365.401,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"greenling","",10007,10007,152,"","","","whitespotted?","",NA,NA
"605","2013_31_1_SL.avi",64005,"18:14.6",NA,NA,NA,113.874,2.339,NA,7117.457,28.622,NA,NA,2872.523,1766.774,-6267.8,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,155,"","","","","",NA,NA
"606","2013_31_1_SL.avi",64028,"18:15.4",NA,NA,NA,60.564,9.644,NA,5310.996,26.217,NA,NA,1755.554,1503.37,-4781.694,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,154,"","","","","",NA,NA
"607","2013_31_1_SL.avi",64245,"18:22.6",NA,NA,NA,40.622,7.869,NA,4182.129,31.085,NA,NA,1822.935,1117.343,-3594.253,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,157,"","","","","",NA,NA
"608","2013_31_1_SL.avi",64282,"18:23.9",NA,NA,NA,42.786,0.055,NA,4582.008,22.874,NA,NA,1764.625,194.07,-4224.125,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,156,"","","","","",NA,NA
"609","2013_31_1_SL.avi",64876,"18:43.7",NA,NA,NA,30.674,15.232,NA,3622.405,32.099,NA,NA,1584.89,1058.124,-3080.636,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yellowtail",155,155,159,"","","","","",NA,NA
"610","2013_31_1_SL.avi",65220,"18:55.2",NA,NA,NA,11.951,0.613,NA,2315.274,25.904,NA,NA,897.864,442.445,-2087.72,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,160,"","","","","",NA,NA
"611","2013_31_1_SL.avi",65554,"19:06.3",NA,NA,NA,29.619,1.334,NA,3826.943,20.255,NA,NA,1289.8,-342.885,-3586.689,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,161,"","","","","",NA,NA
"612","2013_31_1_SL.avi",66167,"19:26.8",NA,NA,NA,89.398,5.674,NA,7297.144,13.628,NA,NA,-220.382,-1784.134,-7072.242,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","tiger",148,148,162,"","","","","",NA,NA
"613","2013_31_1_SL.avi",66451,"19:36.2",NA,NA,NA,11.819,2.541,NA,2491.184,21.913,NA,NA,-261.737,866.301,-2320.994,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,164,"AD","fish moving slowly into frame","","","",NA,NA
"614","2013_31_1_SL.avi",66473,"19:37.0",NA,NA,NA,14.867,1.433,NA,2615.045,25.019,NA,NA,1105.236,-66.138,-2369.08,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","quillback",147,147,163,"","","","","",NA,NA
"615","2013_31_1_SL.avi",66519,"19:38.5",NA,NA,624.808,5.378,6.431,8.248,1360.767,12.015,49.295,58.673,-254.348,-139.504,-1329.486,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","yelloweye",145,145,164,"AD","","","High Horiz angle","",NA,NA
"616","2013_31_1_SL.avi",67159,"19:59.9",NA,NA,NA,27.664,8.613,NA,3485.453,28.374,NA,NA,1507.03,653.159,-3074.187,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","silvergray",157,157,165,"","","","","",NA,NA
"617","2013_31_1_SL.avi",67465,"20:10.1",NA,NA,NA,48.516,5.095,NA,4746.469,25.816,NA,NA,2060.082,-216.556,-4270.613,1,"Jenny Stahl",0,"old cameras",2013,31,1,NA,NA,NA,NA,NA,"rockfish","rosethorn",150,150,166,"","","","","",NA,NA
"618","2013_33_1_SL.avi",918,"03:54.6",NA,NA,NA,10.89,7.493,NA,2373.745,15.454,NA,NA,-596.845,-234.854,-2285.451,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,1,"","","","","",NA,NA
"619","2013_33_1_SL.avi",3971,"05:36.5",NA,NA,NA,6.207,6.68,NA,1752.798,16.467,NA,NA,-342.114,-379.026,-1676.782,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"cod","",9991,9991,2,"","","","","",NA,NA
"620","2013_33_1_SL.avi",4878,"06:06.8",NA,NA,NA,7.131,1.627,NA,2005.384,6.564,NA,NA,-126.829,-213.16,-1989.985,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"flatfish","Dover sole",124,124,3,"","","","","",NA,NA
"621","2013_33_1_SL.avi",4962,"06:09.6",NA,NA,NA,12.388,3.274,NA,2409.496,22.28,NA,NA,891.943,-222.134,-2227.277,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,4,"","","","","",NA,NA
"622","2013_33_1_SL.avi",5188,"06:17.1",NA,NA,NA,7.219,3.933,NA,1848.502,19.821,NA,NA,-586.759,-239.8,-1736.425,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"flatfish","Dover sole",124,124,5,"","","","","",NA,NA
"623","2013_33_1_SL.avi",6063,"06:46.3",NA,NA,NA,23.818,1.423,NA,3459.38,20.722,NA,NA,-1223.585,-70.113,-3235.001,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"halibut","halibut",200,200,6,"","","","","",NA,NA
"624","2013_33_1_SL.avi",6206,"06:51.1",NA,NA,525.938,11.452,1.538,0.31,2186.695,25.446,5.638,1.976,-764.492,-568.14,-1968.35,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"halibut","halibut",200,200,6,"","","","","",NA,NA
"625","2013_33_1_SL.avi",10498,"09:14.3",NA,NA,NA,9.972,8.998,NA,2224.018,18.1,NA,NA,-666.302,-206.511,-2111.789,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,7,"","","","","",NA,NA
"626","2013_33_1_SL.avi",11694,"09:54.2",NA,NA,NA,14.753,6.277,NA,2591.379,23.968,NA,NA,925.297,-528.315,-2362.192,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"flatfish","flatfish",10006,10006,8,"","","","","",NA,NA
"627","2013_33_1_SL.avi",13123,"10:41.9",NA,NA,NA,7.272,6.337,NA,1947.422,12.803,NA,NA,392.619,-200.278,-1896.89,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,9,"","","","","",NA,NA
"628","2013_33_1_SL.avi",14440,"11:25.8",NA,NA,NA,15.215,1.131,NA,2652.332,24.1,NA,NA,-1056.368,-265.8,-2418.326,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"flatfish","flatfish",10006,10006,10,"","","","","",NA,NA
"629","2013_33_1_SL.avi",15408,"11:58.1",NA,NA,NA,16.609,0.673,NA,2697.046,27.911,NA,NA,-1177.602,-481.61,-2378.1,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,11,"","","","","",NA,NA
"630","2013_33_1_SL.avi",16583,"12:37.3",NA,NA,NA,6.304,0.912,NA,1834.393,11.917,NA,NA,-38.796,-396.772,-1790.548,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"cod","",9991,9991,12,"","","","","",NA,NA
"631","2013_33_1_SL.avi",20030,"14:32.3",NA,NA,NA,8.387,0.246,NA,2064.288,15.772,NA,NA,-539.462,-176.491,-1984.721,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"flatfish","flatfish",10006,10006,13,"","","","","",NA,NA
"632","2013_33_1_SL.avi",20623,"14:52.1",NA,NA,NA,18.762,9.255,NA,3273.368,12.098,NA,NA,-658.974,155.155,-3202.596,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"cod","",9991,9991,14,"","","","","",NA,NA
"633","2013_33_1_SL.avi",21501,"15:21.4",NA,NA,NA,10.794,2.665,NA,2257.043,20.951,NA,NA,709.464,-408.196,-2103.397,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"flatfish","Dover sole",124,124,15,"","","","","",NA,NA
"634","2013_33_1_SL.avi",22216,"15:45.3",NA,NA,NA,16.758,5.374,NA,2718.483,26.585,NA,NA,1172.821,-350.452,-2427.308,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,16,"","","","","",NA,NA
"635","2013_33_1_SL.avi",23002,"16:11.5",NA,NA,NA,7.075,0.629,NA,1937.277,12.085,NA,NA,215.366,-364.785,-1890.394,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"flatfish","Dover sole",124,124,17,"","","","","",NA,NA
"636","2013_33_1_SL.avi",26411,"18:05.3",NA,NA,NA,11.513,3.113,NA,2573.89,8.476,NA,NA,189.263,-357.133,-2541.957,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"flatfish","Dover sole",124,124,18,"","","","","",NA,NA
"637","2013_33_1_SL.avi",28855,"19:26.8",NA,NA,NA,9.403,3.147,NA,2109.37,20.794,NA,NA,-699.382,-289.638,-1968.862,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"ratfish","ratfish",714,714,19,"","","","","",NA,NA
"638","2013_33_1_SL.avi",32061,"21:13.8",NA,NA,NA,45.739,5.924,NA,4661.285,25.136,NA,NA,1968.811,162.607,-4221.957,1,"Jenny Stahl",0,"old cameras",2013,33,1,NA,NA,NA,NA,NA,"flatfish","flatfish",10006,10006,20,"","","","","",NA,NA
