Trip Number,Vessel Name,Target Species Code,Trip Comments,Trip Fix Method,Dive Number,Management Area,Submersible Type,Vehicle,Dive Comments,Transect Type,Transect Number,Line Length Meters,Transect Area Description,Transect Fix Method,Transect Comment,Year,Transect Date,Observation Time,Common Name,Species Class,Species Code,Stage,Activity,Obs Number,Density Estimate,Distance Feet,Depth Meters,Quantity,Check ID,Species Comment,Video Path,Camera,Observation Source,Observation Type,Number of Fish
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:06:38,yelloweye,rockfish,145,adult,,64,,20,115,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:06:57,rosethorn,rockfish,150,adult,,65,,3,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:07:11,rosethorn,rockfish,150,adult,,66,,17,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:07:13,rosethorn,rockfish,150,adult,,67,,16,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:07:14,rosethorn,rockfish,150,adult,,68,,15,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:07:32,rosethorn,rockfish,150,adult,,69,,1,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:07:44,rosethorn,rockfish,150,adult,,70,,11,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:07:52,rosethorn,rockfish,150,adult,,71,,4,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:08:02,rosethorn,rockfish,150,adult,,72,,2,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:08:09,rosethorn,rockfish,150,adult,,73,,16,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:08:25,rosethorn,rockfish,150,adult,,74,,5,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:08:28,rosethorn,rockfish,150,adult,,75,,11,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:08:42,rosethorn,rockfish,150,adult,,76,,14,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:09:06,rosethorn,rockfish,150,adult,,77,,16,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:09:21,yelloweye,rockfish,145,adult,,78,,2,116,,,changed,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:09:31,rosethorn,rockfish,150,adult,,79,,8,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:09:31,rosethorn,rockfish,150,adult,,80,,14,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:09:43,rosethorn,rockfish,150,adult,,81,,20,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:09:50,rosethorn,rockfish,150,adult,,82,,17,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:09:59,rosethorn,rockfish,150,adult,,83,,4,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:10:04,rosethorn,rockfish,150,adult,,84,,7,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:10:34,rosethorn,rockfish,150,adult,,85,,23,117,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:10:46,rosethorn,rockfish,150,adult,,86,,6,117,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:11:02,rosethorn,rockfish,150,adult,,87,,-1,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:11:27,yelloweye,rockfish,145,adult,,88,,7,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:11:38,rosethorn,rockfish,150,adult,,89,,9,116,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:11:49,yelloweye,rockfish,145,adult,,90,,16,115,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:12:03,rosethorn,rockfish,150,adult,,91,,12,115,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:12:04,rosethorn,rockfish,150,adult,,92,,16,115,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:12:41,rosethorn,rockfish,150,adult,,93,,14,114,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:13:01,yelloweye,rockfish,145,adult,,94,,8,115,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:13:09,rosethorn,rockfish,150,adult,,95,,14,114,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:13:15,rosethorn,rockfish,150,adult,,96,,1,114,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:13:27,rosethorn,rockfish,150,adult,,97,,16,114,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:13:49,rosethorn,rockfish,150,adult,,98,,17,114,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:14:30,rosethorn,rockfish,150,adult,,99,,5,115,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:14:44,rosethorn,rockfish,150,adult,,100,,10,115,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:14:48,rosethorn,rockfish,150,adult,,101,,11,115,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:14:49,rosethorn,rockfish,150,adult,,102,,13,115,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:15:35,rosethorn,rockfish,150,adult,,103,,17,112,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:15:50,rosethorn,rockfish,150,adult,,104,,7,112,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:15:51,rosethorn,rockfish,150,adult,,105,,18,112,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:15:52,rosethorn,rockfish,150,adult,,106,,9,112,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:16:00,rosethorn,rockfish,150,adult,,107,,15,112,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:16:11,rosethorn,rockfish,150,adult,,108,,14,112,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:16:27,rosethorn,rockfish,150,adult,,109,,10,112,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:16:33,rosethorn,rockfish,150,adult,,110,,8,112,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:16:37,rosethorn,rockfish,150,adult,,111,,9,112,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:16:45,rosethorn,rockfish,150,adult,,112,,18,110,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:16:46,rosethorn,rockfish,150,adult,,113,,20,110,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:16:48,rosethorn,rockfish,150,adult,,114,,13,112,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:17:07,rosethorn,rockfish,150,adult,,115,,0,110,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:17:09,rosethorn,rockfish,150,adult,,116,,12,110,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:17:10,rosethorn,rockfish,150,adult,,117,,19,110,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:17:29,yelloweye,rockfish,145,adult,,118,,0,110,,,missed,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_B.mp4,B,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:17:32,rosethorn,rockfish,150,adult,,119,,8,110,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:17:44,rosethorn,rockfish,150,adult,,120,,14,109,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:17:55,rosethorn,rockfish,150,adult,,121,,0,109,,,missed,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_B.mp4,B,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:18:04,rosethorn,rockfish,150,adult,,122,,11,109,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:18:04,rosethorn,rockfish,150,adult,,123,,12,109,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:18:05,rosethorn,rockfish,150,adult,,124,,10,109,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:18:19,rosethorn,rockfish,150,adult,,125,,4,109,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:18:20,rosethorn,rockfish,150,adult,,126,,18,109,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:18:30,rosethorn,rockfish,150,adult,,127,,6,110,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:18:33,rosethorn,rockfish,150,adult,,128,,12,110,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:18:44,rosethorn,rockfish,150,adult,,129,,8,110,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:18:45,rosethorn,rockfish,150,adult,,130,,11,110,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4059,CSEO,manned,Delta,,Line Transect,2,780,Beaver Pt. South 50fa,5  minute,,1997,7/25/1997,17:18:46,rosethorn,rockfish,150,adult,,131,,7,110,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4059_2_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4060,CSEO,manned,Delta,,Bounce,1,,Pinnacle 19 fa,,,1997,7/26/1997,,,,,,,0,,,,,,,,,,,0
1,R/V Medeia,,,"DGPS, 5 minute fixes",4061,CSEO,manned,Delta,,Bounce,1,,Pinnacle 19fa,,,1997,7/26/1997,,,,,,,0,,,,,,,,,,,0
1,R/V Medeia,,,"DGPS, 5 minute fixes",4062,CSEO,manned,Delta,,Line Transect,1,980,Cape Edgecumbe deep,5  minute,,1997,7/26/1997,8:56:10,rosethorn,rockfish,150,adult,,1,,3,147,,,missed,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4062_1_B.mp4,B,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4062,CSEO,manned,Delta,,Line Transect,1,980,Cape Edgecumbe deep,5  minute,,1997,7/26/1997,8:56:27,rosethorn,rockfish,150,adult,,2,,11,147,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4062_1_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4062,CSEO,manned,Delta,,Line Transect,1,980,Cape Edgecumbe deep,5  minute,,1997,7/26/1997,8:57:03,rosethorn,rockfish,150,adult,,3,,1,148,,,changed,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4062_1_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4062,CSEO,manned,Delta,,Line Transect,1,980,Cape Edgecumbe deep,5  minute,,1997,7/26/1997,8:57:16,rosethorn,rockfish,150,adult,,4,,8,148,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4062_1_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4062,CSEO,manned,Delta,,Line Transect,1,980,Cape Edgecumbe deep,5  minute,,1997,7/26/1997,8:57:17,rosethorn,rockfish,150,adult,,5,,1,148,,,missed,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4062_1_B.mp4,B,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4062,CSEO,manned,Delta,,Line Transect,1,980,Cape Edgecumbe deep,5  minute,,1997,7/26/1997,8:57:17,rosethorn,rockfish,150,adult,,6,,10,148,,,,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4062_1_A.mp4,A,fish count,single,1
1,R/V Medeia,,,"DGPS, 5 minute fixes",4062,CSEO,manned,Delta,,Line Transect,1,980,Cape Edgecumbe deep,5  minute,,1997,7/26/1997,8:57:34,rosethorn,rockfish,150,adult,,7,,13,147,,,missed,\\dfg.alaska.local\Research\R1\DCF_DRSVID\SubmersibleVideos\1997\1997_4062_1_A.mp4,A,fish count,single,1
