Year,Dive No,Stock Assessment Year,Vehicle,Submersible Type,Area Description,Management Area,Dive Start Time,Dive End Time,Dive Comments,Observer First Name,Observer Last Name,Pilot First Name,Pilot Last Name,Transect Type,Transect No,Transect Date,Transect Start Time,Transect End Time,Transect Fix Method,Transect Comment,Vehicle,Line Length Meters,Stage,Specimen No,Length Direction Deg,Length Mid X Mm,Length Mid Y Mm,Length Mid Z Mm,Length Mm,Length Obs Time,Length Precision Mm,Length Range Mm,Length Rms Mm,Length Comment,Horizontal Direction Deg,Vertical Direction Deg
2013,11,,Buttercup,ROV,,SSEO,8/27/2013,8/27/2013,,,,Mike,Byerly,Line Transect,1,8/27/2013,6:34,7:10,Hypack,,Buttercup,975,subadult,22,25.409,1717.382,-714.073,-3873.573,383.1,7:00:42,44,4296.961,10.31,,21.857,45.548
2013,11,,Buttercup,ROV,,SSEO,8/27/2013,8/27/2013,,,,Mike,Byerly,Line Transect,1,8/27/2013,6:34,7:10,Hypack,,Buttercup,975,subadult,30,8.085,361.296,375.77,-3900.1,390.949,7:05:47,45,3934.783,2.774,Horiz Angle-just over 30,31.241,13.753
2013,13,,Buttercup,ROV,,SSEO,8/27/2013,8/27/2013,,,,Mike,Byerly,Line Transect,1,8/27/2013,8:00,8:54,Hypack,,Buttercup,918,adult,22,16.734,-109.469,1178.306,-4100.589,677.682,8:35:31,27,4267.93,4.914,,3.192,65.446
2013,13,,Buttercup,ROV,,SSEO,8/27/2013,8/27/2013,,,,Mike,Byerly,Line Transect,1,8/27/2013,8:00,8:54,Hypack,,Buttercup,918,adult,33,18.99,-1432.715,-608.214,-4461.908,536.271,8:49:53,51,4725.592,5.811,,18.198,27.064
2013,13,,Buttercup,ROV,,SSEO,8/27/2013,8/27/2013,,,,Mike,Byerly,Line Transect,1,8/27/2013,8:00,8:54,Hypack,,Buttercup,918,subadult,30,3.195,-1.806,-160.936,-2402.097,407.079,8:00:40,9,2407.483,2.627,good length specimen,13.346,6.837
2013,14,,Buttercup,ROV,,SSEO,8/27/2013,8/27/2013,went to # 14 instead of # 7 because # 7 was too deep,,,Mike,Byerly,Line Transect,1,8/27/2013,9:40,10:11,Hypack,,Buttercup,1007,adult,10,22.934,1851.732,11.672,-4379.12,462.435,10:06:55,60,4754.549,7.232,,12.188,16.485
2013,15,,Buttercup,ROV,,SSEO,8/27/2013,8/27/2013,,,,Mike,Byerly,Line Transect,1,8/27/2013,11:04,11:42,Hypack,only potential yelloweye habitat for ~1 minute at  end,Buttercup,1008,,12,21.512,-451.677,-283.8,-1330.617,130.89,11:18:27,9,1433.56,2.56,Juvenile,60.697,29.117
2013,15,,Buttercup,ROV,,SSEO,8/27/2013,8/27/2013,,,,Mike,Byerly,Line Transect,1,8/27/2013,11:04,11:42,Hypack,only potential yelloweye habitat for ~1 minute at  end,Buttercup,1008,,20,7.127,-53.466,-192.437,-1469.428,185.174,11:22:43,11,1482.939,0.411,Juvenile,67.012,18.57
2013,17,,Buttercup,ROV,,SSEO,8/21/2013,8/21/2013,,,,Mike,Byerly,Line Transect,1,8/21/2013,9:49,10:33,Hypack,"filmed with HD cameras, little yelloweye habitat; schools of cod; not all cod enumerated",Buttercup,996,,33,28.56,-589.053,-532.499,-1426.335,435.333,10:11:21,13,1632.474,1.429,High Horz OK cause on ground,41.611,22.461
2013,17,,Buttercup,ROV,,SSEO,8/21/2013,8/21/2013,,,,Mike,Byerly,Line Transect,1,8/21/2013,9:49,10:33,Hypack,"filmed with HD cameras, little yelloweye habitat; schools of cod; not all cod enumerated",Buttercup,996,,49,28.458,-1102.179,-69.679,-2034.13,746.745,10:29:09,32,2314.592,4.868,High Horiz Angle-swimming,52.16,25.881
2013,19,,Buttercup,ROV,,SSEO,8/21/2013,8/21/2013,,,,Mike,Byerly,Line Transect,1,8/21/2013,11:38,12:12,Hypack,"filmed with HD cameras, some yelloweye habitat",Buttercup,1013,subadult,7,25.252,-653.583,-805.814,-2138.205,587.879,12:10:06,16,2376.642,2.328,,9.027,15.381
2013,21,,Buttercup,ROV,,SSEO,8/21/2013,8/21/2013,,,,Mike,Byerly,Line Transect,1,8/21/2013,13:12,13:45,Hypack,"filmed with HD cameras, potential yelloweye habitat but none observed",Buttercup,1012,,,,,,,,,,,,,,
2013,22,,Buttercup,ROV,,SSEO,8/21/2013,8/21/2013,,,,Mike,Byerly,Line Transect,1,8/21/2013,15:07,15:41,Hypack,"filmed with HD cameras, yelloweye habitat; some high relief",Buttercup,1023,adult,13,14.983,-1259.733,284.978,-4894.92,548.241,15:14:51,85,5062.448,4.241,,16.441,1.561
2013,22,,Buttercup,ROV,,SSEO,8/21/2013,8/21/2013,,,,Mike,Byerly,Line Transect,1,8/21/2013,15:07,15:41,Hypack,"filmed with HD cameras, yelloweye habitat; some high relief",Buttercup,1023,subadult,18,29.613,2131.392,322.205,-3813.134,478.885,15:35:12,78,4380.256,7.127,,10.271,10.728
2013,25,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,redid dive 25 with old (SD) cameras.,,,Mike,Byerly,Line Transect,1,8/23/2013,5:25,6:13,Hypack,,Buttercup,994,adult,15,12.647,-217.634,-292.534,-1560.125,573.813,5:34:58,11,1602.164,9.748,High Horiz Angle,46.494,14.202
2013,25,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,redid dive 25 with old (SD) cameras.,,,Mike,Byerly,Line Transect,1,8/23/2013,5:25,6:13,Hypack,,Buttercup,994,adult,20,15.032,947.592,-81.999,-3531.553,534.024,5:38:48,23,3657.393,8.95,,6.038,18.958
2013,25,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,redid dive 25 with old (SD) cameras.,,,Mike,Byerly,Line Transect,1,8/23/2013,5:25,6:13,Hypack,,Buttercup,994,adult,21,5.397,201.152,71.575,-2369.206,572.088,5:38:48,11,2378.806,4.98,,17.019,1.485
2013,25,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,redid dive 25 with old (SD) cameras.,,,Mike,Byerly,Line Transect,1,8/23/2013,5:25,6:13,Hypack,,Buttercup,994,adult,42,7.668,305.247,196.162,-2830.839,631.278,5:09:25,8,2853.998,7.097,,1.397,22.595
2013,25,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,redid dive 25 with old (SD) cameras.,,,Mike,Byerly,Line Transect,1,8/23/2013,5:25,6:13,Hypack,,Buttercup,994,subadult,33,17.846,-302.011,1420.767,-4686.341,555.84,5:53:24,47,4906.28,6.802,,20.225,5.115
2013,27,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,"stereo camera was started late recording, at 7:56 AK, school of canaries and a lingcod prior to being able to start EventMeasure",,,Mike,Byerly,Line Transect,1,8/23/2013,7:53,8:29,Hypack,only yelloweye habitat for the 1st minute,Buttercup,952,,14,20.107,278.184,-444.044,-1390.702,199.704,8:09:24,11,1486.141,4.355,Juvenile,70.339,25.958
2013,27,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,"stereo camera was started late recording, at 7:56 AK, school of canaries and a lingcod prior to being able to start EventMeasure",,,Mike,Byerly,Line Transect,1,8/23/2013,7:53,8:29,Hypack,only yelloweye habitat for the 1st minute,Buttercup,952,,29,10.697,-76.316,-413.383,-2099.007,240.383,8:20:41,21,2140.687,1.686,Juvenile,69.999,31.255
2013,27,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,"stereo camera was started late recording, at 7:56 AK, school of canaries and a lingcod prior to being able to start EventMeasure",,,Mike,Byerly,Line Transect,1,8/23/2013,7:53,8:29,Hypack,only yelloweye habitat for the 1st minute,Buttercup,952,,30,23.109,843.636,-358.506,-2123.195,371.235,8:21:10,27,2312.618,6.914,Juvenile,65.11,22.113
2013,27,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,"stereo camera was started late recording, at 7:56 AK, school of canaries and a lingcod prior to being able to start EventMeasure",,,Mike,Byerly,Line Transect,1,8/23/2013,7:53,8:29,Hypack,only yelloweye habitat for the 1st minute,Buttercup,952,,36,15.065,-390.057,-404.275,-2023.165,250.473,8:24:17,22,2099.71,4.74,Juvenile,72.5,26.164
2013,29,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,,,,Mike,Byerly,Line Transect,1,8/23/2013,9:58,10:36,Hypack,not yelloweye habitat-sand waves,Buttercup,999,,,,,,,,,,,,,,
2013,31,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,"rock habitat, lots of yelloweye",,,Mike,Byerly,Line Transect,1,8/23/2013,13:43,14:20,Hypack,good yelloweye habitat,Buttercup,1006,adult,1,16.59,197.927,-638.292,-2158.919,542.977,13:43:20,13,2259.983,9.878,,25.943,17.722
2013,31,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,"rock habitat, lots of yelloweye",,,Mike,Byerly,Line Transect,1,8/23/2013,13:43,14:20,Hypack,good yelloweye habitat,Buttercup,1006,adult,21,23.448,1236.769,973.162,-3698.873,495.385,13:48:33,41,4019.739,4.097,,19.186,9.603
2013,31,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,"rock habitat, lots of yelloweye",,,Mike,Byerly,Line Transect,1,8/23/2013,13:43,14:20,Hypack,good yelloweye habitat,Buttercup,1006,adult,22,27.625,1592.818,1344.374,-4054.019,492.026,13:48:30,52,4558.451,4.438,,16.589,20.018
2013,31,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,"rock habitat, lots of yelloweye",,,Mike,Byerly,Line Transect,1,8/23/2013,13:43,14:20,Hypack,good yelloweye habitat,Buttercup,1006,adult,50,20.771,636.616,-509.523,-2106.087,445.846,13:53:03,15,2258.427,6.37,,29.771,26.539
2013,31,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,"rock habitat, lots of yelloweye",,,Mike,Byerly,Line Transect,1,8/23/2013,13:43,14:20,Hypack,good yelloweye habitat,Buttercup,1006,adult,53,18.679,-982.572,1459.781,-5369.079,530.676,13:54:46,104,5650.081,9.676,High Horiz. Angle,46.957,39.945
2013,31,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,"rock habitat, lots of yelloweye",,,Mike,Byerly,Line Transect,1,8/23/2013,13:43,14:20,Hypack,good yelloweye habitat,Buttercup,1006,adult,55,25.456,-556.118,-493.267,-1532.538,561.736,13:56:37,9,1703.306,7.148,,20.978,0.45
2013,31,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,"rock habitat, lots of yelloweye",,,Mike,Byerly,Line Transect,1,8/23/2013,13:43,14:20,Hypack,good yelloweye habitat,Buttercup,1006,adult,84,17.416,1055.533,62.525,-3380.925,388.513,14:05:27,41,3542.416,3.085,,29.202,8.697
2013,31,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,"rock habitat, lots of yelloweye",,,Mike,Byerly,Line Transect,1,8/23/2013,13:43,14:20,Hypack,good yelloweye habitat,Buttercup,1006,adult,164,12.015,-254.348,-139.504,-1329.486,624.808,14:19:39,5,1360.767,8.248,High Horiz. Angle,49.295,58.673
2013,31,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,"rock habitat, lots of yelloweye",,,Mike,Byerly,Line Transect,1,8/23/2013,13:43,14:20,Hypack,good yelloweye habitat,Buttercup,1006,juvenile,113,5.515,290.55,-131.977,-3169.859,168.166,14:13:38,12,3185.881,7.19,,20.966,60.209
2013,31,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,"rock habitat, lots of yelloweye",,,Mike,Byerly,Line Transect,1,8/23/2013,13:43,14:20,Hypack,good yelloweye habitat,Buttercup,1006,subadult,107,10.036,329.701,523.553,-3701.233,518.311,14:13:12,21,3752.591,5.776,,13.306,9.346
2013,33,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,lots of sponges,,,Mike,Byerly,Line Transect,1,8/23/2013,15:04,15:50,Hypack,not quite half dive sand; remainder good yelloweye habitat with big boulders and sponges,Buttercup,1001,adult,22,18.61,-1401.576,-327.622,-4241.254,566.183,15:22:51,53,4478.838,4.984,,20.661,14.183
2013,33,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,lots of sponges,,,Mike,Byerly,Line Transect,1,8/23/2013,15:04,15:50,Hypack,not quite half dive sand; remainder good yelloweye habitat with big boulders and sponges,Buttercup,1001,subadult,29,0.93,2.326,10.059,-1995.4,562.071,15:24:58,15,1995.427,7.474,High Horiz Orientation,66.679,46.692
2013,33,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,lots of sponges,,,Mike,Byerly,Line Transect,1,8/23/2013,15:04,15:50,Hypack,not quite half dive sand; remainder good yelloweye habitat with big boulders and sponges,Buttercup,1001,,6,25.446,-764.492,-568.14,-1968.35,525.938,15:06:51,11,2186.695,1.538,,5.638,1.976
2013,39,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,19:29,20:06,Hypack,good yelloweye habitat,Buttercup,989,adult,1,17.138,-1383.888,378.303,-4704.679,486.195,19:29:35,80,4918.563,0.2,Horiz. angle just over 30,31.776,9.025
2013,39,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,19:29,20:06,Hypack,good yelloweye habitat,Buttercup,989,adult,24,14.882,1015.592,502.377,-4353.441,671.858,19:57:46,40,4498.473,4.777,,15.404,21.205
2013,39,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,19:29,20:06,Hypack,good yelloweye habitat,Buttercup,989,adult,25,24.852,-1220.308,-1076.056,-3446.48,471.561,19:59:17,33,3811.204,4.177,,15.404,21.408
2013,39,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,19:29,20:06,Hypack,good yelloweye habitat,Buttercup,989,juvenile,12,16.027,708.896,-414.286,-2800.523,320.71,19:31:54,13,2918.406,2.164,,6.502,26.359
2013,39,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,19:29,20:06,Hypack,good yelloweye habitat,Buttercup,989,juvenile,19,6.868,10.757,-291.289,-2212.303,186.216,19:46:33,10,2231.424,5.314,,21.026,30.492
2013,39,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,19:29,20:06,Hypack,good yelloweye habitat,Buttercup,989,,28,7.931,54.326,-317.012,-2136.954,565.37,20:02:18,13,2161.023,4.69,,27.663,9.065
2013,41,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,17:36,18:15,Hypack,,Buttercup,948,adult,9,7.969,-482.317,-235.193,-3710.962,513.764,17:59:51,15,3749.558,9.212,,6.366,14.917
2013,41,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,17:36,18:15,Hypack,,Buttercup,948,subadult,1,6.153,130.766,-341.593,-3092.688,493.052,17:37:35,13,3114.242,4.534,,11.678,19.882
2013,41,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,17:36,18:15,Hypack,,Buttercup,948,,5,8.143,-8.138,-328.348,-2126.263,334.726,17:51:46,15,2151.482,6.032,,33.688,12.92
2013,43,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,poor video quality,,,Mike,Byerly,Line Transect,1,8/26/2013,14:12,14:49,Hypack,good yelloweye habitat,Buttercup,979,juvenile,5,18.78,-1091.354,-267.079,-3277.626,270.818,14:21:21,41,3464.855,4.585,Horiz. angle just over 30,31.551,4.262
2013,43,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,poor video quality,,,Mike,Byerly,Line Transect,1,8/26/2013,14:12,14:49,Hypack,good yelloweye habitat,Buttercup,979,subadult,8,4.576,343.3,-73.74,-4300.663,479.985,14:25:05,20,4314.973,6.028,,8.418,3.845
2013,43,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,poor video quality,,,Mike,Byerly,Line Transect,1,8/26/2013,14:12,14:49,Hypack,good yelloweye habitat,Buttercup,979,subadult,18,13.764,-2.841,1113.505,-4775.486,406.946,14:36:50,44,4903.588,2.542,,20.79,27.563
2013,43,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,poor video quality,,,Mike,Byerly,Line Transect,1,8/26/2013,14:12,14:49,Hypack,good yelloweye habitat,Buttercup,979,subadult,37,7.651,315.537,-224.882,-2755.467,338.345,14:45:07,14,2782.576,2.434,,17.892,18.76
2013,43,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,poor video quality,,,Mike,Byerly,Line Transect,1,8/26/2013,14:12,14:49,Hypack,good yelloweye habitat,Buttercup,979,,1,23.032,-1133.349,-371.682,-2779.789,716.85,14:12:14,45,3024.873,7.744,High horz Ang but Ok From Above,72.85,31.203
2013,45,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,15:40,16:16,Hypack,,Buttercup,1000,subadult,7,17.202,855.088,-259.582,-2855.636,417.779,16:06:31,23,2992.192,1.811,,22.913,22.211
2013,45,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,15:40,16:16,Hypack,,Buttercup,1000,,1,17.264,352.858,-462.779,-1816.127,353.461,15:41:01,19,1907.089,5.844,,69.047,6.151
2013,45,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,15:40,16:16,Hypack,,Buttercup,1000,,4,23.008,-790.761,-322.777,-1988.726,242.424,15:50:02,23,2164.375,5.785,poor horiz direction,61.543,17.45
2013,45,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,15:40,16:16,Hypack,,Buttercup,1000,,5,11.001,-171.226,-314.16,-1749.625,348.299,16:02:04,17,1785.834,0.665,,76.412,22.351
2013,45,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,15:40,16:16,Hypack,,Buttercup,1000,,6,12.316,220.812,-293.793,-1614.934,431.739,16:03:35,7,1656.226,5.678,,24.145,6.393
2013,45,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,15:40,16:16,Hypack,,Buttercup,1000,,9,9.484,-151.519,-321.475,-2003.789,410.531,16:10:00,19,2035.061,6.739,,55.21,20.711
2013,45,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,15:40,16:16,Hypack,,Buttercup,1000,,10,15.852,225.223,-466.451,-1757.1,322.099,16:15:57,9,1831.858,8.364,,26.857,12.834
2013,47,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,12:21,12:57,Hypack,,Buttercup,1002,adult,3,12.569,-697.374,252.841,-3391.52,612.283,12:21:07,22,3471.695,7.818,,13.2,1.101
2013,47,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,12:21,12:57,Hypack,,Buttercup,1002,,2,12.035,137.812,-504.997,-2332.269,549.229,12:23:21,13,2390.291,5.076,,21.059,7.685
2013,47,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,12:21,12:57,Hypack,,Buttercup,1002,,7,12.348,-241.274,-448.53,-2222.569,601.081,12:30:03,22,2280.176,6.544,,45.75,12.232
2013,47,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,,,,Mike,Byerly,Line Transect,1,8/26/2013,12:21,12:57,Hypack,,Buttercup,1002,,9,15.181,-707.802,-289.968,-2774.751,423.577,12:37:53,29,2878.247,8.609,,36.792,17.202
2013,48,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,"rock habitat, yelloweye",,,Mike,Byerly,Line Transect,1,8/26/2013,10:12,10:57,Hypack,OK yelloweye habitat,Buttercup,929,adult,1,10.355,-56.225,-580.359,-3002.337,573.66,10:15:18,11,3058.432,3.954,,10.222,15.93
2013,48,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,"rock habitat, yelloweye",,,Mike,Byerly,Line Transect,1,8/26/2013,10:12,10:57,Hypack,OK yelloweye habitat,Buttercup,929,adult,36,12.724,-740.317,230.542,-3491.768,477.547,10:52:29,15,3576.823,3.869,,1.069,32.003
2013,48,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,"rock habitat, yelloweye",,,Mike,Byerly,Line Transect,1,8/26/2013,10:12,10:57,Hypack,OK yelloweye habitat,Buttercup,929,subadult,27,17.589,689.579,-860.012,-3376.086,603.099,10:44:55,17,3551.492,4.001,,1.045,0.667
2013,48,,Buttercup,ROV,,SSEO,8/26/2013,8/26/2013,"rock habitat, yelloweye",,,Mike,Byerly,Line Transect,1,8/26/2013,10:12,10:57,Hypack,OK yelloweye habitat,Buttercup,929,,39,18.852,-567.168,-210.281,-1750.335,450.762,10:56:24,17,1851.91,2.943,High Horiz OK cause flatfish,58.754,14.715
2013,49,,Buttercup,ROV,,SSEO,8/24/2013,8/24/2013,,,,Mike,Byerly,Line Transect,1,8/24/2013,19:03,19:49,Hypack,,Buttercup,923,adult,10,14.281,985.345,-67.544,-3871.562,663.455,19:49:03,29,3995.554,6.675,,8.239,1.945
2013,49,,Buttercup,ROV,,SSEO,8/24/2013,8/24/2013,,,,Mike,Byerly,Line Transect,1,8/24/2013,19:03,19:49,Hypack,,Buttercup,923,subadult,3,20.079,-916.823,-889.548,-3413.243,417.162,,24,3644.459,5.395,,13.037,39.085
2013,49,,Buttercup,ROV,,SSEO,8/24/2013,8/24/2013,,,,Mike,Byerly,Line Transect,1,8/24/2013,19:03,19:49,Hypack,,Buttercup,923,,6,8.64,148.837,-201.367,-1555.344,519.913,19:38:35,14,1575.371,7.509,,77.734,18.362
2013,51,,Buttercup,ROV,,SSEO,8/24/2013,8/24/2013,,,,Mike,Byerly,Line Transect,1,8/24/2013,16:55,17:28,Hypack,"not great yelloweye habitat, some low relief and tube worms",Buttercup,1004,,13,13.945,203.46,-378.887,-1662.432,254.558,17:01:58,4,1717.158,7.41,,9.364,20.952
2013,52,,Buttercup,ROV,,SSEO,8/24/2013,8/24/2013,,,,Mike,Byerly,Line Transect,1,8/24/2013,15:37,16:13,Hypack,,Buttercup,942,adult,2,10.16,324.745,-258.753,-2230.347,495.725,15:42:38,15,2268.669,4.966,,28.966,21.804
2013,52,,Buttercup,ROV,,SSEO,8/24/2013,8/24/2013,,,,Mike,Byerly,Line Transect,1,8/24/2013,15:37,16:13,Hypack,,Buttercup,942,adult,7,11.731,1083.312,1.72,-5225.044,386.444,15:44:57,57,5336.165,5.753,,16.553,9.66
2013,52,,Buttercup,ROV,,SSEO,8/24/2013,8/24/2013,,,,Mike,Byerly,Line Transect,1,8/24/2013,15:37,16:13,Hypack,,Buttercup,942,adult,10,18.162,992.77,-337.346,-3159.825,447.535,15:55:37,24,3329.247,3.673,,13.141,19.867
2013,52,,Buttercup,ROV,,SSEO,8/24/2013,8/24/2013,,,,Mike,Byerly,Line Transect,1,8/24/2013,15:37,16:13,Hypack,,Buttercup,942,adult,15,15.656,865.77,-721.167,-3914.883,475.281,16:00:58,31,4073.812,4.855,,14.013,1.168
2013,52,,Buttercup,ROV,,SSEO,8/24/2013,8/24/2013,,,,Mike,Byerly,Line Transect,1,8/24/2013,15:37,16:13,Hypack,,Buttercup,942,juvenile,6,25.113,-896.661,-725.12,-2416.595,212.209,15:43:27,24,2677.635,4.897,Horiz. angle just over 30,32.166,10.022
2013,52,,Buttercup,ROV,,SSEO,8/24/2013,8/24/2013,,,,Mike,Byerly,Line Transect,1,8/24/2013,15:37,16:13,Hypack,,Buttercup,942,subadult,22,13.346,-270.488,-464.72,-2173.652,408.393,16:05:51,9,2239.172,7.548,,14.256,10.176
2013,56,,Buttercup,ROV,,SSEO,8/23/2013,8/23/2013,,,,Mike,Byerly,Line Transect,1,8/23/2013,19:38,20:17,Hypack,,Buttercup,999,,,,,,,,,,,,,,
2013,57,,Buttercup,ROV,,SSEO,8/24/2013,8/24/2013,,,,Mike,Byerly,Line Transect,1,8/24/2013,5:25,6:07,Hypack,not great yelloweye habitat; mostly flat with boulders and vase sponges,Buttercup,989,,1,18.626,657.608,-465.685,-2341.736,454.715,5:25:45,13,2476.497,7.414,,11.041,4.51
2013,59,,Buttercup,ROV,,SSEO,8/24/2013,8/24/2013,some yelloweye,,,Mike,Byerly,Line Transect,1,8/24/2013,7:24,8:06,Hypack,some good yelloweye habitat,Buttercup,981,adult,16,6.61,-368.639,-183.052,-3416.423,490.42,7:31:39,20,3441.126,0.744,,15.583,12.662
2013,59,,Buttercup,ROV,,SSEO,8/24/2013,8/24/2013,some yelloweye,,,Mike,Byerly,Line Transect,1,8/24/2013,7:24,8:06,Hypack,some good yelloweye habitat,Buttercup,981,adult,24,23.989,1461.358,-725.709,-3619.257,340.435,7:43:45,44,3970.043,8.135,Tail turned. Don't use for estimates,18.571,13.276
2013,59,,Buttercup,ROV,,SSEO,8/24/2013,8/24/2013,some yelloweye,,,Mike,Byerly,Line Transect,1,8/24/2013,7:24,8:06,Hypack,some good yelloweye habitat,Buttercup,981,adult,26,24.925,1293.698,-827.612,-3254.302,469.485,7:45:36,30,3598.483,3.261,,3.656,11.25
2013,59,,Buttercup,ROV,,SSEO,8/24/2013,8/24/2013,some yelloweye,,,Mike,Byerly,Line Transect,1,8/24/2013,7:24,8:06,Hypack,some good yelloweye habitat,Buttercup,981,adult,33,17.357,-1467.954,1159.104,-6135.226,514.335,7:52:31,83,6414.001,9.021,,15.931,4.965
2013,500,,Buttercup,ROV,,SSEO,8/20/2013,8/20/2013,"Original dive #5 - dive aborted, camera went out. Also strong currents at surface.",,,Mike,Byerly,Aborted,1,8/20/2013,,,Hypack,,Buttercup,,,,,,,,,,,,,,,
2013,2500,,Buttercup,ROV,,SSEO,8/21/2013,8/21/2013,Original dive #25 -  aborted dive because camera stopped,,,Mike,Byerly,Aborted,1,8/21/2013,18:35,,Hypack,,Buttercup,,,,,,,,,,,,,,,
2013,5500,,Buttercup,ROV,,SSEO,8/24/2013,8/24/2013,"Original dive #55 - aborted dive, lots of current",,,Mike,Byerly,Aborted,1,8/24/2013,,,Hypack,,Buttercup,,,,,,,,,,,,,,,
2015,1,,Buttercup,ROV,,EYKT,5/13/2015,5/13/2015,,,,Mike,Byerly,Line Transect,1,5/13/2015,,,Hypack,No DOE camera,Buttercup,982,adult,12,12.611,-707.207,324.224,-3477.383,702.014,15:02:19,36.879,3563.349,7.863,,25.235,8.571
2015,1,,Buttercup,ROV,,EYKT,5/13/2015,5/13/2015,,,,Mike,Byerly,Line Transect,1,5/13/2015,,,Hypack,No DOE camera,Buttercup,982,adult,14,20.996,-1881.991,289.131,-4961.24,679.991,15:03:30,66.87,5314.075,1.317,,18.619,31.53
2015,1,,Buttercup,ROV,,EYKT,5/13/2015,5/13/2015,,,,Mike,Byerly,Line Transect,1,5/13/2015,,,Hypack,No DOE camera,Buttercup,982,adult,16,15.6,808.738,61.996,-2905.144,698.144,15:06:07,27.088,3016.249,6.931,,29.842,30.575
2015,1,,Buttercup,ROV,,EYKT,5/13/2015,5/13/2015,,,,Mike,Byerly,Line Transect,1,5/13/2015,,,Hypack,No DOE camera,Buttercup,982,adult,17,28.76,1545.94,-687.708,-3082.861,557.153,15:06:41,45.548,3516.661,0.376,Hor Dir>30,37.374,3.334
